년도,ETLKEY,지표명,산식,실적년월,그룹,부서,X01_EPC 매출실적,X02_EPC 매출목표
2017,2017_01_0129,EPC사업 매출목표 달성도,($X01/$X02)*100,201712,전사,한국전력기술㈜,88,100
